种子生产	玉米种业
种子生产	水稻种业
种子生产	小麦种业
种子生产	糖类作物种业
果蔬生产	绿色水果
果蔬生产	转基因水果
果蔬生产	绿色蔬菜
果蔬生产	转基因蔬菜
其他种植业	药材种植
其他种植业	花卉种植
其他种植业	烟草种植
其他种植业	棉麻种植
海洋捕捞	远洋捕捞业
海洋捕捞	近海捕捞业
海洋捕捞	沿岸捕捞业
海洋捕捞	金枪鱼渔业
海洋捕捞	捕鲸业
水产养殖	产品养殖
水产养殖	水产品加工
水产养殖	水产品运输
水产养殖	水产品销售
林业	树种种植
林业	林木保护
林业	林木采伐
林业	林木产品利用
饲料	淀粉类
饲料	含油类
饲料	含糖类
饲料	绿饲料
饲料	蛋白饲料
果蔬加工	罐藏品
果蔬加工	糖制品
果蔬加工	干制品
果蔬加工	速冻品
果蔬加工	果酒
果蔬加工	果蔬汁
粮油加工	小麦加工
粮油加工	水稻加工
粮油加工	玉米加工
粮油加工	高粱加工
粮油加工	花生加工
畜禽加工	乳与乳制品加工
畜禽加工	肉与肉制品加工
畜禽加工	禽蛋与蛋制品加工
畜禽加工	畜禽副产品加工
农业综合	改造中低产田
农业综合	改良草场
农业综合	植树造林
农业综合	农副产品加工
农业综合	农林牧渔协调发展
畜禽养殖	肉鸡养殖
畜禽养殖	生猪养殖
畜禽养殖	污染治理
畜禽养殖	农产品销售
动物保健	场址选择
动物保健	饲养管理
动物保健	防病治病
动物保健	PCR技术
石油开采	测井工程
石油开采	钻井工程
石油开采	采油工程
石油开采	油气集输工程
煤炭开采	壁式采煤
煤炭开采	露天采煤
煤炭开采	地下采煤
煤炭开采	页岩开采
煤炭开采	动力煤
焦炭加工	机制焦
焦炭加工	焦煤
焦炭加工	石墨电极
焦炭加工	固定炭
其他采掘	天然气开采
其他采掘	可燃冰开采
其他采掘	铁矿开采
其他采掘	木材采伐
油气钻采服务	货物运输
油气钻采服务	锅炉设计安装
油气钻采服务	压力管道设计安装
油气钻采服务	钻采设备维修
其他钻采服务	货物运输
其他钻采服务	设备安装与维护
其他钻采服务	设备维修
石油加工	天然气化工
石油加工	炼油
石油加工	裂解
石油加工	有机化工产品加工
石油贸易	石油定价
石油贸易	现货交易
石油贸易	原油
石油贸易	纽约商品交易所
纯碱	洗涤剂
纯碱	苏打
纯碱	小苏打
纯碱	大苏打
纯碱	玻璃工业
氯碱	饱和食盐水
氯碱	工业盐
氯碱	电石
氯碱	氯乙烯单体
无机盐	钙
无机盐	镁
无机盐	钾
无机盐	氯
无机盐	硫
无机盐	铁
其他化学原料	发泡剂
其他化学原料	塑料
其他化学原料	合成纤维
其他化学原料	合成橡胶
其他化学原料	盐酸
其他化学原料	硫酸
其他化学原料	甘氨酸
氮肥	尿素
氮肥	硝态氮肥
氮肥	铵态氮肥
氮肥	铵态硝态氮肥
磷肥	天然磷肥
磷肥	磷酸钙
磷肥	重过磷酸钙
磷肥	钙镁磷肥
磷肥	磷矿粉
农药	化学合成农药
农药	杀虫剂
农药	杀菌剂
农药	除草剂
农药	脱叶剂
农药	植物生长调节剂
日用化学产品	肥皂
日用化学产品	合成洗涤剂
日用化学产品	化妆品
日用化学产品	口腔清洁卫生用品
涂料油漆油墨制造	建筑涂料
涂料油漆油墨制造	汽车涂料
涂料油漆油墨制造	家电涂料
涂料油漆油墨制造	木器涂料
涂料油漆油墨制造	凸版油墨
涂料油漆油墨制造	平版油墨
涂料油漆油墨制造	凹版油墨
涂料油漆油墨制造	网孔版油墨
钾肥	氯化钾
钾肥	硫酸钾
钾肥	磷酸二氢钾
钾肥	钾镁盐
钾肥	硝酸钾
钾肥	窑灰钾肥
民爆用品	炸药
民爆用品	震源药柱
民爆用品	起爆药柱
民爆用品	工程雷管
民爆用品	塑料导爆管
民爆用品	导火索
民爆用品	导爆索
民爆用品	聚能射孔弹
纺织化学用品	染料助剂
纺织化学用品	重氮盐
纺织化学用品	浆料
其他化学制品	易燃液体
其他化学制品	易燃固体
其他化学制品	过氧化物
其他化学制品	放射性物质
其他化学制品	腐蚀品
其他化学制品	压缩物质
复合肥	磷酸二铵
复合肥	磷酸一铵
复合肥	硝酸磷肥
复合肥	硝酸钾
复合肥	磷酸二氢钾
氟化工及制冷剂	氢氟酸
氟化工及制冷剂	萤石
氟化工及制冷剂	氟树脂
氟化工及制冷剂	氟橡胶
磷化工及磷酸盐	食品级磷酸
磷化工及磷酸盐	饲料级磷酸盐
磷化工及磷酸盐	电子级磷酸
磷化工及磷酸盐	能源材料磷酸盐
磷化工及磷酸盐	磷系阻燃剂
聚氨酯	合成革
聚氨酯	泡沫塑料
聚氨酯	涂料
聚氨酯	粘合剂
聚氨酯	橡胶
聚氨酯	聚合MDI
玻纤	无捻粗纱织物
玻纤	玻璃纤维毡片
玻纤	磨碎纤维
玻纤	玻璃纤维织物
涤纶	涤纶短纤维
涤纶	涤纶长丝
涤纶	拉伸丝
涤纶	差别化纤维
涤纶	变形丝
维纶	装饰用布
维纶	帆布
维纶	渔网
维纶	窗帘
维纶	缆绳
粘胶	普通粘胶纤维
粘胶	高湿模量粘胶纤维
粘胶	高强力粘胶纤维
其他纤维	氯纶
其他纤维	丙纶
其他纤维	腈纶
其他纤维	绵纶
氨纶	聚酯型氨纶
氨纶	聚醚型氨纶
氨纶	紧身服
氨纶	运动装
氨纶	护身带
氨纶	鞋底
其他塑料制品	胶木
其他塑料制品	塑料袋
其他塑料制品	有机玻璃
其他塑料制品	塑料薄膜
其他塑料制品	人造革
合成革	超细纤维合成革
合成革	干法合成革
合成革	湿法合成革
改性材料	阻燃树脂类
改性塑料	增强增韧树脂类
改性塑料	塑料合金类
改性塑料	功能色母类
改性塑料	PVC产品
改性塑料	玻纤增强热塑性塑料
轮胎	轿车轮胎
轮胎	轻型载重汽车轮胎
轮胎	越野汽车轮胎
轮胎	工程机械轮胎
轮胎	载重和公共汽车轮胎
轮胎	航空轮胎
其他橡胶制品	橡胶手套
其他橡胶制品	橡皮筋
其他橡胶制品	橡胶鞋
其他橡胶制品	垫圈
其他橡胶制品	胶管
其他橡胶制品	胶辊
其他橡胶制品	海绵
炭黑	色素用炭黑
炭黑	橡胶用炭黑
炭黑	导电碳黑
炭黑	专用碳黑
普钢	建筑用钢
普钢	机械制造用钢
普钢	农用钢
普钢	国防工业用钢
普钢	家电制造用钢
普钢	交通运输用钢
特钢	优质碳素结构钢
特钢	合金结构钢
特钢	碳素工具钢
特钢	合金工具钢
特钢	高速工具钢
特钢	轴承钢
特钢	弹簧钢
特钢	不锈钢
铝	工业纯铝
铝	铝土矿
铝	氧化铝
铝	电解铝
铝	铝加工
铜	散热器
铜	配线
铜	滑动轴承
铜	管道
铜	子弹
铜	蒸馏锅
铅锌	镀锌
铅锌	优质铜矿
铅锌	锌合金
铅锌	氧化锌
铅锌	干电池
铅锌	方铅矿
铅锌	锌精矿
铅锌	菱锌矿
铅锌	白铅矿
黄金	纯金
黄金	色金
黄金	k金
黄金	狗头金
稀土	碳酸氯化稀土
稀土	磷矿稀土
稀土	混合稀土
钨	碳化钨基硬质合金
钨	热强和耐磨合金
钨	触头材料和高比重合金
钨	二硫化钨
钨	钨酸
钨	钨酸盐
锂	碳酸锂
锂	氢氧化锂
锂	磷铝石
锂	氯化锂
锂	锂电池
锂	氨基锂
其他稀有小金属	钒钛
其他稀有小金属	镭
其他稀有小金属	铀
其他稀有小金属	钴
其他稀有小金属	硒
金属新材料	高纯金属
金属新材料	稀贵金属
金属新材料	高温合金
金属新材料	耐蚀合金
金属新材料	特种不锈钢
磁性材料	磁致伸缩材料
磁性材料	永磁材料
磁性材料	软磁材料
磁性材料	铁氧体
磁性材料	磁光材料
磁性材料	旋磁材料
磁性材料	磁性薄膜材料
非金属新材料	非晶态金属材料
非金属新材料	准晶
非金属新材料	微晶
非金属新材料	纳米金属材料
非金属新材料	金属基复合材料
水泥制造	硅酸盐水泥
水泥制造	普通水泥
水泥制造	矿渣水泥
水泥制造	火山灰水泥
水泥制造	复合水泥
水泥制造	粉煤灰水泥
玻璃制造	普通玻璃
玻璃制造	钢化玻璃
玻璃制造	磨砂玻璃
玻璃制造	压花玻璃
玻璃制造	夹层玻璃
耐火材料	金属陶瓷
耐火材料	高温无机涂层
耐火材料	纤维增强陶瓷
耐火材料	氧化物
耐火材料	碳化物
管材	地暖专用管
管材	阻氧管
管材	塑铝稳态管
管材	纳米抗菌管
管材	纤维增强
管材	聚丙烯管
其他建材	钢材
其他建材	沙子
其他建材	砖块
其他建材	涂胶
其他建材	石材
房屋建设	住宅楼
房屋建设	工业厂房
房屋建设	商业楼宇
房屋建设	写字楼
房屋建设	其他专用房屋
装修装饰	灯具
装修装饰	陶瓷
装修装饰	门窗
装修装饰	窗帘
装修装饰	洁具
装修装饰	石材
园林工程	园林工程施工管理
园林工程	园林景观设计
园林工程	园林植物栽培养护
园林工程	园林经营管理
城轨建设	地铁
城轨建设	轻轨
城轨建设	单轨
城轨建设	有轨电车
城轨建设	磁浮系统
城轨建设	市域快速轨道系统
路桥施工	高速公路
路桥施工	城市公路
路桥施工	公路桥
路桥施工	公铁两用桥
路桥施工	人行桥
路桥施工	过水桥
水利工程	防洪工程
水利工程	水利发电工程
水利工程	城镇供水
水利工程	排水工程
水利工程	港口工程
铁路建设	高速铁路
铁路建设	普通铁路
铁路建设	重载铁路
铁路建设	磁浮铁路
铁路建设	干线铁路
其他基础建设	农村基建
其他基础建设	商用建筑
其他基础建设	能源动力
其他基础建设	环保工程及服务
其他基础建设	邮电通讯
钢结构	重型厂房
钢结构	体育馆
钢结构	大会堂
钢结构	电视塔
钢结构	高层建筑
钢结构	水塔
化学工程	石油精炼
化学工程	催化制造
化学工程	纳米技术
化学工程	生物制药
化学工程	塑料合成
国际工程承包	交通运输工程
国际工程承包	石油化工
国际工程承包	房屋建筑
国际工程承包	电力
国际工程承包	工业
国际工程承包	水利
国际工程承包	制造业
其他专业工程	土方工程
其他专业工程	高耸构筑物工程
其他专业工程	电梯安装工程
其他专业工程	消防设施工程
其他专业工程	园林古建筑工程
电机	直流式
电机	电磁式
电机	永磁式
电机	异步电机
电机	同步电机
电网自动化	配网自动化终端
电网自动化	电力电容器
电网自动化	涡轮机设备控制箱
电网自动化	控制保护系统
电网自动化	上位机监控
电网自动化	升降压保护及监控
工控自动化	米轮发信器
工控自动化	码表
工控自动化	技术器
工控自动化	速度表
计量仪表	计量柜
计量仪表	IC卡电表
计量仪表	智能电表
综合电力设备商	高频电源设备系统
综合电力设备商	降压变电站
综合电力设备商	备用发电机组
风电设备	塔架
风电设备	风轮系统
风电设备	传动系统
风电设备	风电装机
风电设备	液压系统
风电设备	刹车系统
风电设备	控制系统
风电设备	安全保护系统
光伏设备	硅棒制造设备
光伏设备	晶圆制造设备
光伏设备	有机硅
光伏设备	硅电池制造
光伏设备	光伏电站
火电设备	汽轮机
火电设备	煤机
火电设备	柴油机
火电设备	给水冷却系统
火电设备	燃烧锅炉
储能设备	蓄电池
储能设备	激光器
储能设备	AGC调频
储能设备	抽水蓄能电站
其他电源设备	充电桩
其他电源设备	核电站
高压设备	高压计量箱
高压设备	陶瓷高压穿墙套管
高压设备	高压开关柜
高压设备	真空断路器
高压设备	绝缘子
中压设备	中压变压器
中压设备	中压开关
中压设备	馈线自动化
低压设备	电磁式继电器
低压设备	电子式继电器
低压设备	断电路及开关
低压设备	接触器
低压设备	保护继电器
线缆部件及其他	塑料绝缘电缆
线缆部件及其他	油浸纸绝缘电缆
线缆部件及其他	橡皮绝缘电缆
机床工具	钻头
机床工具	扩孔钻
机床工具	铰刀
机床工具	丝锥
机床工具	板牙
机床工具	滚花
机械基础件	轴承
机械基础件	齿轮
机械基础件	模具
机械基础件	液压件
机械基础件	气动元件
机械基础件	密封件
机械基础件	紧固件
磨具磨料	切割片
磨具磨料	砂轮片
磨具磨料	磨卷
磨具磨料	砂纸磨环
磨具磨料	千叶磨轮
磨具磨料	绒卷
磨具磨料	钨钢旋转锉
内燃机	柴油机
内燃机	汽油机
内燃机	旋转活塞式发动机
内燃机	自由活塞式发动机
内燃机	喷气式发动机
制冷空调设备	压缩式制冷机
制冷空调设备	吸收式制冷机
制冷空调设备	喷射式制冷机
制冷空调设备	空调
其他通用机械	泵
其他通用机械	风机
其他通用机械	压缩机
其他通用机械	真空设备
其他通用机械	分离机械
其他通用机械	减变速机
其他通用机械	干燥设备
其他通用机械	气体净化设备
其他通用机械	溶解乙炔设备
工程机械	叉车
工程机械	铲土运输机械
工程机械	压实机械
工程机械	混凝土机械
工程机械	搅拌机
工程机械	平整机
重型机械	挖掘机
重型机械	起重机
重型机械	压路机
重型机械	打桩机
冶金矿采化工设备	岩石分裂机
冶金矿采化工设备	顶石机
冶金矿采化工设备	凿岩机
冶金矿采化工设备	气体压缩机
楼宇设备	阀门制动器
楼宇设备	传感器
楼宇设备	楼宇控制管理系统
楼宇设备	视频监控管理系统
环保设备	水污染防治设备
环保设备	大气污染防治设备
环保设备	固体废物处理设备
纺织服装设备	纺织机
纺织服装设备	染色机
纺织服装设备	烘干机
纺织服装设备	定型机
纺织服装设备	印花机
农用机械	拖拉机
农用机械	播种机
农用机械	收割机械
农用机械	洒药机械
印刷包装机械	打印机
印刷包装机械	复印机
印刷包装机械	包装机
印刷包装机械	装箱机
其他专用机械	输送机
其他专用机械	呼吸机
其他专用机械	血压计
其他专用机械	制氧机
其他专用机械	X射线机
仪器仪表	真空检漏仪
仪器仪表	压力表
仪器仪表	显微镜
仪器仪表	汽车仪表
仪器仪表	船用仪表
仪器仪表	航空仪表
仪器仪表	导航仪器
金属制品	结构性金属品
金属制品	金属工具
金属制品	金属容器
金属制品	不锈钢
金属制品	日用金属品
铁路设备	钢轨
铁路设备	道岔
铁路设备	枕木
铁路设备	钩锁器
铁路设备	扣配件
航天装备	航天器
航天装备	航天运输系统
航天装备	航天机电系统
航天装备	航天测控网
航天装备	地面应用系统
航空装备	气球
航空装备	飞艇
航空装备	飞机
航空装备	滑翔伞
地面兵装	火炮
地面兵装	坦克
地面兵装	装甲车
地面兵装	火箭炮发射车
地面兵装	导弹
地面兵装	导弹发射车
船舶制造	巡洋舰
船舶制造	航空母舰
船舶制造	驱逐舰
船舶制造	巡逻艇
船舶制造	潜艇
船舶制造	补给船
乘用车	家用汽车
乘用车	旅居车
乘用车	新能源汽车
乘用车	越野车
商用载货车	拖车
商用载货车	沙石车
商用载货车	搅拌车
商用载货车	货柜车
商用载货车	重卡
商用载客车	小型客车
商用载客车	城市公交
商用载客车	长途客车
商用载客车	电动客车
汽车零部件	发动机配件
汽车零部件	传动配件
汽车零部件	座舱电子配件
汽车零部件	安全系统
汽车零部件	汽车内外饰
汽车零部件	汽车灯具
汽车服务	汽车装饰
汽车服务	汽车养护
汽车服务	汽车娱乐影音系统
汽车服务	汽车改装
汽车服务	汽车租赁
其他交运设备	自卸卡车
其他交运设备	牵引卡车
其他交运设备	游艇轮船
集成电路	模拟电路
集成电路	数字电路
集成电路	混合电路
分立器件	半导体芯片
分立器件	半导体三极管
分立器件	传感器
分立器件	敏感器
分立器件	压电晶体
半导体材料	元素半导体
半导体材料	化合物半导体
半导体材料	单晶硅
半导体材料	液态半导体
印制电路板	单面板
印制电路板	双面板
印制电路板	四层板
印制电路板	六层板
印制电路板	多层线路板
被动元件	电容
被动元件	电阻
被动元件	电感
被动元件	陶振
被动元件	晶振
被动元件	变压器
显示器件	发光二极管
显示器件	OLED面板
显示器件	液晶显示器
显示器件	荧光屏
LED	LED芯片
LED	LED封装
LED	LED应用
LED	LED综合
光学元件	透镜
光学元件	棱镜
光学元件	反射镜
光学元件	分划板
光学元件	滤光片
光学元件	光栅
其他电子	电感器
其他电子	继电器
其他电子	模拟集成电路
其他电子	电连接器
其他电子	传感器
其他电子	电声器件
电子系统组装	系统规划
电子系统组装	系统设计
电子系统组装	系统实现
电子系统组装	系统实验
电子系统组装	系统运行
电子系统组装	系统改进
电子零部件制造	芯片制造
电子零部件制造	LED屏制造
电子零部件制造	晶环制造
电子零部件制造	半导体存储器
冰箱	智能冰箱
冰箱	无氟冰箱
冰箱	变频冰箱
空调	挂壁式空调
空调	立柜式空调
空调	美的空调
空调	格力空调
空调	变频空调
洗衣机	波轮式
洗衣机	滚筒式
洗衣机	搅拌式
洗衣机	喷流式
小家电	电磁炉
小家电	电风扇
小家电	烤箱
小家电	微波炉
小家电	热水器
小家电	智能家电
家电零部件	遥控器
家电零部件	数字版
家电零部件	逻辑板
家电零部件	定时器
家电零部件	电脑板
彩电	液晶电视
彩电	背投电视
彩电	CRT电视
彩电	OLED电视
其他视听器材	普通电脑
其他视听器材	平板电脑
其他视听器材	智能手机
其他视听器材	智能手表
其他视听器材	耳机
其他视听器材	收音机
肉制品	腊肉
肉制品	咸肉
肉制品	火腿
肉制品	肉松
肉制品	肉脯
肉制品	卤肉
肉制品	香肠
调味发酵品	调味品
调味发酵品	酿酒酵母
调味发酵品	面包酵母
调味发酵品	乳酸菌
乳品	乳清粉
乳品	酸乳
乳品	杀菌乳
乳品	干酪
乳品	炼乳
乳品	液体乳类
食品综合	蔬菜
食品综合	水果
食品综合	肉类
食品综合	细胞食物
白酒	汾酒
白酒	泸州老窖
白酒	五粮液
白酒	茅台
啤酒	麦芽啤酒
啤酒	黑啤酒
啤酒	低醇啤酒
啤酒	果味啤酒
其他酒类	米酒
其他酒类	药酒
其他酒类	鸡尾酒
软饮料	碳酸饮料
软饮料	果汁
软饮料	蔬菜汁
软饮料	含乳饮料
软饮料	蛋白类饮料
软饮料	瓶装饮用水
软饮料	茶饮料
软饮料	固体饮料
葡萄酒	白葡萄酒
葡萄酒	桃红葡萄酒
葡萄酒	红葡萄酒
黄酒	糯米黄酒
黄酒	黍米黄酒
黄酒	大米黄酒
黄酒	红曲黄酒
黄酒	麦曲黄酒
毛纺	锭端加拈纺纱
毛纺	转杯纺纱
毛纺	自拈纺纱
毛纺	包缠纺纱
棉纺	纯棉纱
棉纺	纯化纤纱
棉纺	混纺纱
丝绸	蚕丝
丝绸	合成纤维
丝绸	人造纤维
丝绸	短丝
印染	直接印花
印染	防染印花
印染	耐日晒染色
印染	耐气候染色
印染	耐洗色染色
辅料	织带
辅料	棉带
辅料	纤维染料
辅料	花边
其他纺织	刺绣
其他纺织	麻纺
其他纺织	地毯
男装	T恤
男装	衬衫
男装	夹克
男装	卫衣
男装	内衣
男装	西装
女装	连衣裙
女装	雪纺衫
女装	短裙
女装	孕装
女装	内衣
女装	衬衫
休闲服装	运动装
休闲服装	沙滩装
休闲服装	背心
休闲服装	家居装
鞋帽	运动鞋
鞋帽	板鞋
鞋帽	皮鞋
鞋帽	胶鞋
鞋帽	凉鞋
鞋帽	高跟鞋
家纺	服装家纺
家纺	纺织制造
家纺	窗帘
家纺	桌布
其他服装	雨衣
其他服装	泳衣
其他服装	专用服装
造纸	包装纸板
造纸	铜版纸
造纸	白卡纸
造纸	胶版纸
造纸	生活卫生用纸
包装印刷	纸箱
包装印刷	塑料袋
包装印刷	制版机械
包装印刷	印刷机
包装印刷	装订机
家具	沙发
家具	茶几
家具	玄关柜
家具	床头柜
家具	油烟机
家具	衣帽柜
家具	餐桌
其他家用轻工	电视柜
其他家用轻工	鞋柜
其他家用轻工	淋浴屏
其他家用轻工	书架
珠宝首饰	项链
珠宝首饰	戒指
珠宝首饰	手镯
珠宝首饰	头饰
珠宝首饰	玛瑙
珠宝首饰	祖母绿
珠宝首饰	钻石
文娱用品	书包
文娱用品	文具
文娱用品	文教书籍
文娱用品	乐器
其他轻工制造	食品
其他轻工制造	文化用品
其他轻工制造	体育用品
化学原料药	无机合成药
化学原料药	有机合成药
化学原料药	生物化学药
化学原料药	氢氧化铝
化学原料药	三硅酸镁
化学制剂	中药制剂
化学制剂	生物制剂
化学制剂	化学合成药物
化学制剂	疫苗
化学制剂	西药制剂
中药	植物类
中药	动物类
中药	矿物类
中药	中药材
中药	民间药
中药	民族药
生物制品	疫苗
生物制品	血液制品
生物制品	血清
生物制品	球蛋白
生物制品	细菌多糖
医药商业	医药制造
医药商业	医药零售
医药商业	医药综合业务
医药商业	医疗器械销售
医疗器械	康复保健设备
医疗器械	护理设备
医疗器械	医疗设备
医疗器械	医用敷料
医疗服务	医疗信息化
医疗服务	医美服务
医疗服务	健康服务
医疗服务	养老服务
医疗服务	临床诊疗
医疗服务	康复保健
火电	燃煤发电
火电	燃油发电
火电	垃圾发电
火电	燃气发电
火电	沼气发电
水电	水轮机
水电	堤坝式水电厂
水电	引水式水电厂
水电	混合式水电厂
水电	潮汐水电厂
水电	抽水蓄能电厂
燃机发电	联合循环燃气轮机
燃机发电	燃气内燃机
燃机发电	噪声处理
热电	热电堆
热电	热电材料
热电	热电偶
新能源发电	太阳能
新能源发电	生物质能
新能源发电	风能
新能源发电	地热能发电
新能源发电	波浪能
新能源发电	洋流能
新能源发电	潮汐能
水务	供水设备制造
水务	污水设备制造
水务	原水收集
水务	水销售
水务	水供应
水务	污水处理
水务	污泥处理
燃气	天然气
燃气	人工燃气
燃气	液化石油气
燃气	沼气
燃气	煤制气
环保工程及服务	大气污染防治
环保工程及服务	水污染防治
环保工程及服务	土地污染治理
环保工程及服务	草地修复治理
环保工程及服务	环保咨询与设计
环保工程及服务	环境保护技术
港口	自由贸易港
港口	军港
港口	渔港
港口	工业港
港口	避风港
高速公路	近程高速公路
高速公路	中程高速公路
高速公路	远程高速公路
高速公路	平面立体交叉高速公路
高速公路	高架
高速公路	路堤式高速公路
公交	公共汽车
公交	轨道交通
公交	渡轮
公交	索道
航空运输	旅客运输
航空运输	行李运输
航空运输	货物运输
航空运输	国内运输
航空运输	国际运输
航空运输	包机运输
航空运输	专机运输
机场	航空港
机场	航站
机场	飞行区
机场	候机区
机场	地面运输区
航运	定期船运
航运	集装箱航运
航运	智能航运
铁路运输	整车
铁路运输	零担
铁路运输	集装箱运输
物流	快递业
物流	智能物流
物流	电子商务
物流	物流保险
物流	仓储物流
房地产开发	新区土地开发
房地产开发	住房贷款
房地产开发	住宅开发
房地产开发	商业建筑开发
房地产开发	住房租赁
房地产开发	物流地产
园区开发	工业园
园区开发	农业园
园区开发	科技园
园区开发	物流园
园区开发	文化创意产业园
银行	中央银行
银行	政策性银行
银行	商业银行
银行	投资银行
银行	智慧银行
银行	银行贷款
保险	养老保险
保险	医疗保险
保险	商业保险
保险	车辆保险
证券	债券
证券	股票
证券	期货
证券	基金
证券	信用债
多元金融	银行信托
多元金融	银保
多元金融	企业产融结合
多元金融	多元化领域
多元金融	金融控股公司
百货	恒隆广场
百货	新光天地
百货	丽柏广场
百货	西武百货
百货	时代广场
百货	德基广场
超市	沃尔玛
超市	苏宁易购
超市	华润万家
超市	家乐福
超市	世纪华联
多业态零售	折扣店
多业态零售	便利店
多业态零售	上门推销
多业态零售	无人零售
多业态零售	智慧零售
专业连锁	时装店
专业连锁	珠宝店
专业连锁	化妆品店
专业连锁	面包店
一般物业经营	电梯养护
一般物业经营	供水养护
一般物业经营	消防管理
一般物业经营	停车管理
一般物业经营	保洁绿化
一般物业经营	公共秩序维护
专业市场	商业街
专业市场	购物中心
专业市场	菜市场
贸易	一般商业贸易
贸易	国际贸易
贸易	加工贸易
贸易	租赁贸易
贸易	投资贸易
贸易	汇率
人工景点	城市景观
人工景点	建筑景观
人工景点	博物馆
人工景点	公共艺术景观
人工景点	遗址遗迹
人工景点	主题公园
自然景点	原始森林
自然景点	气象景观
自然景点	山岳景观
自然景点	水域风光
自然景点	生物景观
酒店	商务型酒店
酒店	旅游型酒店
酒店	汽车酒店
酒店	长住型酒店
酒店	经济型酒店
酒店	公寓式酒店
旅游综合	温泉综合体
旅游综合	滨海综合体
旅游综合	乡村综合体
旅游综合	生态休闲综合体
旅游综合	主题酒店综合体
旅游综合	主题公园综合体
餐饮	多功能厅
餐饮	宴会厅
餐饮	风味餐厅
餐饮	歌舞餐厅
餐饮	自助餐厅
餐饮	快餐厅
餐饮	咖啡厅
其他休闲服务	高尔夫
其他休闲服务	美容保健
其他休闲服务	茶艺馆
其他休闲服务	健身馆
其他休闲服务	洗浴中心
计算机设备	主版
计算机设备	显卡
计算机设备	内存条
计算机设备	显示器
计算机设备	打印机
计算机设备	键盘鼠标
计算机设备	摄像头
计算机设备	扫描仪
软件开发	娱乐软件
软件开发	购物软件
软件开发	视频软件
软件开发	工具类软件开发
软件开发	小程序开发
IT服务	无人机
IT服务	物联网
IT服务	比特币
IT服务	大数据
IT服务	数据港
IT服务	云计算
IT服务	深度学习
IT服务	智能驾驶
IT服务	区块链
IT服务	人工智能
平面媒体	报纸
平面媒体	杂志
平面媒体	宣传单
平面媒体	横幅
影视动漫	电影
影视动漫	电视剧
影视动漫	纪录片
影视动漫	科教片
影视动漫	动画片
有线电视网络	有线电视
有线电视网络	数字电视
有线电视网络	网络电视
其他文化传媒	新闻服务
其他文化传媒	数字教育
其他文化传媒	文化休闲娱乐
其他文化传媒	网络文化
营销服务	搜索引擎营销
营销服务	病毒性营销
营销服务	电子邮件营销
营销服务	微博营销
营销服务	微信营销
营销服务	论坛营销
营销服务	电话营销
互联网信息服务	网站建设
互联网信息服务	app制作
互联网信息服务	数字营销
互联网信息服务	pc端网站运营
移动互联网服务	社交
移动互联网服务	广告
移动互联网服务	游戏
移动互联网服务	电视
移动互联网服务	数字阅读
其他互联网服务	定位服务
其他互联网服务	网络贷款
其他互联网服务	共享服务
其他互联网服务	电子商务
其他互联网服务	车联网
通信运营	中兴通讯
通信运营	5G
通信运营	宽带业务
通信运营	数据流量业务
通信运营	运营商业务
终端设备	计算机
终端设备	电视
终端设备	电台
终端设备	光端机
终端设备	智能手机
终端设备	卫星
通信传输设备	架空线缆
通信传输设备	同轴线缆
通信传输设备	光纤
通信传输设备	音频线缆
通信传输设备	射频器
通信传输设备	网桥
通信传输设备	交换机
通信传输设备	路由器
通信配套服务	导航
通信配套服务	配线箱
通信配套服务	通信管道
通信配套服务	基站
其他农产品加工	其他农产品加工
粮食种植	水稻种植
粮食种植	玉米种植
粮食种植	小麦种植
粮食种植	糖类作物种植
综合	综合
